semester,day,room,building,teacher,hours,course_name,school_and_faculty,course_type,course_number
"א'
ב'","None
None","    
    ","None
None",פרופ קרסובסקי עמנואל,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-04
"ב'
ב'","ג'
ה'","103 
103 ","נפתלי
נפתלי",גב' עופר גליה,"1200 - 1000
1400 - 1200",מבוא לכלכלה ללא כלכלנים,מדעי החברה/מדעי החברה - כללי ,"שיעור ות
שיעור ות",1009-1102-02
א',ב',102 ,הנדסה כתות ח,מר אדר רם מיכאל,1700 - 1500,השלמה מתמטית לפיזיקה,הנדסה/תואר ראשון - קורסי שירות ,שיעור,0509-1117-07
ב',ה',406 ,רקנאטי,"ד""ר פרסיץ דותן מיכאל",2000 - 1600,כלכלת עסקים א',ניהול/ניהול ,שיעור,1221-5119-05
ב',ב',015 ,עבודה סוציאלית,"ד""ר גבריאל פריד בל",1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-21
א',ב',207 ,טרובוביץ משפ,גב' דיסקין טליה,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-04
"א'
ב'","None
None","    
    ","None
None",פרופ זהר אסף,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-05
א',א',003 ,נפתלי,"ד""ר גוטמן עידית",1300 - 1100,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,שיעור,1009-1209-01
א',ד',118 ,ולפסון הנדסה,גב' אליאס שרון,1000 - 0800,השלמה מתמטית לפיזיקה,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1117-08
ב',א',407 ,רקנאטי,מר לשם מיכאל,2000 - 1800,כלכלת עסקים א',ניהול/ניהול ,תרגיל,1221-5119-06
ב',ב',150 ,עבודה סוציאלית,פרופ ליכטנטריט רונית,1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-22
א',ב',103 ,טרובוביץ משפ,מר קידר שי,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-05
"א'
ב'","None
None","    
    ","None
None",פרופ זהר אסף,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-06
א',א',205 ,נפתלי,גב' שרוני אוריין,1400 - 1300,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-02
א',ה',130 ,ולפסון הנדסה,מר זיליג הס מאיר,1200 - 1000,השלמה מתמטית לפיזיקה,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1117-09
ב',א',304 ,רקנאטי,"ד""ר פרסיץ דותן מיכאל",1530 - 1200,כלכלת עסקים א',ניהול/ניהול ,שיעור,1221-5119-07
ב',ב',250 ,עבודה סוציאלית,פרופ סויה רבקה,1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-23
א',ב',103 ,טרובוביץ משפ,מר קידר שי,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-06
"א'
ב'","None
None","    
    ","None
None",פרופ זהר אסף,"None
None",נגינה בפסנתר,מדעי החיים/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-07
א',א',206 ,נפתלי,מר סוויט איתי,1400 - 1300,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-03
ב',ב',108 ,ולפסון הנדסה,מר כהן אביעד,1000 - 0800,השלמה מתמטית לפיזיקה,הנדסה/תואר ראשון - קורסי שירות ,שיעור,0509-1117-10
ב',ד',404 ,רקנאטי,מר לשם מיכאל,1800 - 1600,כלכלת עסקים א',ניהול/ניהול ,תרגיל,1221-5119-08
ב',ב',016 ,עבודה סוציאלית,"ד""ר שילה גיא",1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-24
א',ב',205 ,טרובוביץ משפ,מר לרגמן דן,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-10
"א'
ב'","None
None","    
    ","None
None",פרופ ורדי אריה,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-08
ב',ג',260 ,גילמן,"ד""ר קוגמן טל",1200 - 1000,מקורות ומחקרים בתרבות הילד,מדעי הרוח/מחקר תרבות הילד והנוער ,סמינר,0602-6008-02
א',א',207 ,נפתלי,מר שטרן אשר,1400 - 1300,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-04
ב',ג',108 ,ולפסון הנדסה,גב' אליאס שרון,1000 - 0800,השלמה מתמטית לפיזיקה,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1117-11
א',ג',405 ,רקנאטי,"ד""ר ארד אילה",1200 - 1000,כלכלת עסקים ב',ניהול/ניהול ,שיעור,1221-5120-01
ב',ב',120 ,עבודה סוציאלית,"ד""ר סולימני אעידן יפית",1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-30
א',ב',205 ,טרובוביץ משפ,מר לרגמן דן,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-11
"א'
ב'","None
None","    
    ","None
None","ד""ר טל מיכל","None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-09
א',ג',362 ,גילמן,"ד""ר ברק-ברנדס סיגל",1000 - 0800,"טלוויזיה, נוער וילדים בעידן של ריבוי מסכים",מדעי הרוח/מחקר תרבות הילד והנוער ,שיעור,0602-6011-01
א',א',107 ,נפתלי,גב' צ'ביק מעין,1400 - 1300,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-05
"א'
א'","א'
ב'","103 
006 ","הנדסה כתות ח
אוד' מלמד",פרופ בק ברקאי רועי,"1200 - 1000
1600 - 1400",פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,"שיעור
שיעור",0509-1118-01
א',ד',252 ,רקנאטי,מר לוזון פבריס יצחק,1800 - 1700,כלכלת עסקים ב',ניהול/ניהול ,תרגיל,1221-5120-02
ב',ב',017 ,עבודה סוציאלית,פרופ סולומון זהבה,1200 - 1000,סדנת מחקר ב:' גיבוש הצעת מחקר ואיסוף נתונים,עבודה סוציאלית ,סדנה,1110-4601-33
א',ב',303 ,טרובוביץ משפ,גב' זר מיקי,1000 - 0800,מיומנויות כתיבה,הנדסה ,שיעור,1411-9106-12
"א'
ב'","None
None","    
    ","None
None",פרופ ורדי אריה,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-10
ב',ג',306 ,גילמן,"ד""ר ברק-ברנדס סיגל",1400 - 1200,שיטות מחקר בתרבות הילד והנוער,מדעי הרוח/מחקר תרבות הילד והנוער ,שיעור,0602-6014-01
א',א',003 ,נפתלי,גב' רם הדר,1000 - 0800,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,שיעור,1009-1209-06
א',ה',118 ,ולפסון הנדסה,מר הראלי לירן,1500 - 1300,פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1118-02
א',ג',405 ,רקנאטי,"ד""ר ארד אילה",1400 - 1230,כלכלת עסקים ב',ניהול/ניהול ,שיעור,1221-5120-03
"א'
ב'","ב'
ב'","120 
007 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר טרטקובסקי איבגני","1400 - 1200
1200 - 1000",סדנת מחקר ג:' ניתוח נתונים וכתיבה של דוח מחקר,עבודה סוציאלית ,"סדנה
סדנה",1110-4602-01
א',ב',303 ,טרובוביץ משפ,גב' זר מיקי,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-13
"א'
ב'","None
None","    
    ","None
None","ד""ר שבינר מרק","None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-11
ב',ד',277 ,גילמן,פרופ דר יעל,1200 - 0800,ספרות הילדים העברית: מבוא,מדעי הרוח/מחקר תרבות הילד והנוער ,שיעור,0602-6016-01
א',א',205 ,נפתלי,גב' שרוני אוריין,1100 - 1000,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-07
א',ה',120 ,ולפסון הנדסה,מר הראלי לירן,1200 - 1000,פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1118-03
א',ד',252 ,רקנאטי,מר לוזון פבריס יצחק,1900 - 1800,כלכלת עסקים ב',משפטים/ניהול ,תרגיל,1221-5120-04
"א'
ב'","ב'
ב'","016 
053 ","עבודה סוציאלית
עבודה סוציאלית",פרופ בנימיני יעל,"1400 - 1200
1200 - 1000",סדנת מחקר ג:' ניתוח נתונים וכתיבה של דוח מחקר,עבודה סוציאלית ,"סדנה
סדנה",1110-4602-02
א',ב',206 ,טרובוביץ משפ,גב' מארק מאיה,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-14
"א'
ב'","None
None","    
    ","None
None",פרופ קרסובסקי עמנואל,"None
None",נגינה בפסנתר,מדעי החברה/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-12
א',ג',455 ,גילמן,"ד""ר קוגמן טל",1000 - 0800,הדרכה בכתיבה אקדמית,מדעי הרוח/מחקר תרבות הילד והנוער ,תרגיל,0602-6020-01
א',א',206 ,נפתלי,מר סוויט איתי,1100 - 1000,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-08
"א'
א'","ג'
ה'","006 
020 ","אוד' מלמד
אודיטו.הנדסה",פרופ ברעד שמשון,"1200 - 1000
1200 - 1000",פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,"שיעור
שיעור",0509-1118-04
א',ב',304 ,רקנאטי,"ד""ר יחזקאל ירון",1400 - 1200,כלכלת עסקים ב',ניהול/ניהול ,שיעור,1221-5120-05
א',ב',206 ,טרובוביץ משפ,גב' מארק מאיה,1000 - 0800,מיומנויות כתיבה,משפטים ,שיעור,1411-9106-15
"א'
ב'","None
None","    
    ","None
None",פרופ ארז ארנון,"None
None",נגינה בפסנתר,ניהול/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-13
א',ד',362 ,גילמן,"ד""ר קמפף רונית",1400 - 1200,פוליטיקה 2.0: צעירים ומעורבות פוליטית בעידן הדיגיטלי,מדעי הרוח/מחקר תרבות הילד והנוער ,שיעור,0602-6050-01
א',א',207 ,נפתלי,מר שטרן אשר,1100 - 1000,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-09
א',ב',118 ,ולפסון הנדסה,מר הראלי לירן,1700 - 1500,פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1118-05
א',ד',252 ,רקנאטי,מר לוזון פבריס יצחק,1700 - 1600,כלכלת עסקים ב',ניהול/ניהול ,תרגיל,1221-5120-06
"ב'
ב'","א'
ד'","105 
105 ","טרובוביץ משפ
טרובוביץ משפ",פרופ זיו נטע,"1200 - 1000
1200 - 1000",חקיקה ורגולציה,משפטים ,"שיעור
שיעור",1411-9107-01
"א'
ב'","None
None","    
    ","None
None",פרופ ארז ארנון,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-14
א',ג',307 ,גילמן,"ד""ר הלוי רימה",2000 - 1800,"""לא רק משחק ילדים"": הפונקציות של המשחק בספרות ילדים ונוער",מדעי הרוח/מחקר תרבות הילד והנוער ,שיעור,0602-6056-01
א',א',107 ,נפתלי,גב' צ'ביק מעין,1100 - 1000,מבוא לפסיכולוגיה לסיעוד,מדעי החברה/מדעי החברה - כללי ,תרגיל,1009-1209-10
א',ב',118 ,ולפסון הנדסה,מר מוטיל אבי,1500 - 1300,פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1118-06
ב',ב',403 ,רקנאטי,"ד""ר שמיר נועם",1000 - 0800,סמינר-נושאים נבחרים בכלכלת שירותים ותפעול,ניהול/ניהול ,סמינר,1221-6105-01
"ב'
ב'","ב'
ה'","035 
035 ","טרובוביץ משפ
טרובוביץ משפ","ד""ר לוסטיג דורין","1000 - 0800
1200 - 1000",חקיקה ורגולציה,משפטים ,"שיעור
שיעור",1411-9107-10
"א'
ב'","None
None","    
    ","None
None",פרופ ארז ארנון,"None
None",נגינה בפסנתר,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"הדרכה אי
הדרכה אי",0842-1200-15
ב',ד',497 ,גילמן,"ד""ר קוגמן טל",1200 - 0800,עולם הולך ומשתנה: תפיסות הילדות והחינוך בעולם היהודי באירופה,מדעי הרוח/מחקר תרבות הילד והנוער ,סמינר,0602-6108-01
א',ב',112 ,כיתות דן דוד,גב' רם הדר,1600 - 1400,מבוא לפסיכולוגיה -הסבת אקדמאים,מדעי החברה/מדעי החברה - כללי ,שיעור,1009-1211-01
"א'
א'","א'
ב'","020 
006 ","אודיטו.הנדסה
אוד' מלמד",פרופ רזניק בני,"1200 - 1000
1200 - 1000",פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,"שיעור
שיעור",0509-1118-07
ב',ד',301 ,רקנאטי,פרופ תאני יחיאל דב,1800 - 1600,סמינר- היבטים ארגוניים במערכות מידע ואינטרנט,הנדסה/ניהול ,סמינר,1221-6204-01
"ב'
ב'","ב'
ה'","105 
105 ","טרובוביץ משפ
טרובוביץ משפ","ד""ר קופר לוי","1400 - 1200
1400 - 1200",מבוא למשפט עברי ומבוא למשפט אסלאמי,משפטים ,"שיעור
שיעור",1411-9108-01
"א'
ב'","א'
א'","041 
041 ","בוכמן-מהטה
בוכמן-מהטה",גב' אפלבוים עדית,"1800 - 1600
1800 - 1600",בימת ביצוע,אמנויות/ביה''ס למוזיקה-המגמה לביצוע מוסיקלי ,"סדנה
סדנה",0842-1203-01
ב',ג',105 ,"ביה""ס לשפות",פרופ דר יעל,1600 - 1400,פרויקט מחקר ועבודת תזה,מדעי הרוח/מחקר תרבות הילד והנוער ,סמינר,0602-6112-01
א',ב',112 ,כיתות דן דוד,"ד""ר רוטמן אסף חיים",1400 - 1100,סטטיסטיקה ושיטות מחקר - הסבת אקדמאים,מדעי החברה/מדעי החברה - כללי ,שיעור ות,1009-1213-01
א',ה',112 ,כיתות דן דוד,מר מוטיל אבי,1200 - 1000,פיזיקה קלאסית 1,הנדסה/תואר ראשון - קורסי שירות ,תרגיל,0509-1118-08
א',ד',301 ,רקנאטי,"ד""ר שני יניב",2000 - 1800,סמינר- תהליכים פסיכולוגיים והטיות התנהגותיות בקבלת החלטות,ניהול/ניהול ,סמינר,1221-6305-01
